"ID","SalePrice"
1592,141181.086179705
1593,142082.173689588
1594,130082.199848442
1595,86591.1501396969
1596,183117.930883831
1597,145555.415562157
1598,217942.668749316
1599,207367.478411313
1600,228864.670279308
1601,73988.4633062904
1602,113260.499857614
1603,109357.755924456
1604,264484.216392051
1605,281267.973869443
1606,179850.994923867
1607,214570.142034781
1608,254821.311297082
1609,214241.32550882
1610,172197.270091167
1611,148915.935345916
1612,168645.578405854
1613,166529.35715615
1614,127267.767213797
1615,87428.4027673941
1616,79496.8282638721
1617,94276.4839582944
1618,127149.755606803
1619,134210.372895966
1620,165005.319091502
1621,138370.176042866
1622,136492.02199998
1623,284471.149309372
1624,182402.654604799
1625,128317.707165068
1626,178649.159179507
1627,184286.522708512
1628,268334.203241591
1629,214913.495226696
1630,295339.499523389
1631,257821.261851811
1632,284282.708945198
1633,179424.911317376
1634,182613.439400027
1635,180242.602264028
1636,177207.87277124
1637,148898.997350038
1638,177245.721804504
1639,193006.05969646
1640,242209.730581383
1641,188834.278288173
1642,214329.998914827
1643,242639.307116948
1644,218156.03519649
1645,191174.047364977
1646,169471.386081333
1647,193392.444385762
1648,145644.046446607
1649,135944.596861857
1650,122119.319411172
1651,124535.702977397
1652,102171.297847816
1653,109818.000079601
1654,160594.965005294
1655,185245.633682947
1656,156176.251188828
1657,157877.992220078
1658,155504.797181788
1659,154258.582884069
1660,147899.928085543
1661,426210.769737718
1662,352282.900935415
1663,395130.086844956
1664,460884.979643626
1665,386426.757325603
1666,290069.44926519
1667,267422.7509405
1668,386692.038036129
1669,314334.252025741
1670,380960.506614071
1671,240443.591084825
1672,427828.922231431
1673,339282.948742234
1674,268720.644356109
1675,183762.090322365
1676,182399.517329185
1677,202725.637586257
1678,451515.061686949
1679,367146.706628499
1680,315711.668553893
1681,279664.789339844
1682,299032.997883616
1683,201735.834795297
1684,179545.312545893
1685,176354.975304627
1686,200284.866168784
1687,177732.420138018
1688,205685.882152869
1689,203892.722984237
1690,185019.361982033
1691,172031.646516626
1692,256478.836155327
1693,177732.420138018
1694,184202.14773367
1695,178565.932182221
1696,246891.03240734
1697,187199.189583111
1698,283777.656152674
1699,364144.564340239
1700,227529.886464676
1701,241164.080479268
1702,301694.487712111
1703,289911.970162602
1704,290846.325299872
1705,238201.948862001
1706,425349.47036195
1707,220604.264302148
1708,210459.87087381
1709,312674.0281904
1710,240749.187973916
1711,259416.045573078
1712,300229.516199418
1713,240634.815828393
1714,222075.121107558
1715,195074.895612144
1716,192035.661487585
1717,183417.455676041
1718,131853.529660169
1719,206077.726175592
1720,276263.713001639
1721,185192.392242944
1722,128933.293470101
1723,168620.73844353
1724,270829.550410323
1725,211549.296216271
1726,181577.484172846
1727,183146.858597358
1728,185140.78455097
1729,178054.238301771
1730,167021.004149047
1731,132305.678385365
1732,130517.962394412
1733,115984.460979797
1734,138029.480647137
1735,133838.503593842
1736,130483.909654652
1737,337511.537467244
1738,219398.723113307
1739,250556.143931944
1740,221288.484821192
1741,167757.837856595
1742,180145.642623952
1743,177774.086394685
1744,277668.349893881
1745,222661.060056591
1746,235493.950828792
1747,203529.859115472
1748,182279.689720233
1749,153025.863914452
1750,125818.014219776
1751,211058.001744244
1752,121154.739553837
1753,163574.636649854
1754,164299.169755932
1755,164006.689762637
1756,127666.740236305
1757,126220.451659449
1758,149018.015172298
1759,172007.201048316
1760,147873.733134667
1761,141951.472635444
1762,148454.00546428
1763,177755.135255448
1764,126861.219388467
1765,169594.606451688
1766,188218.414567543
1767,227463.866161375
1768,139697.279969788
1769,201319.721986467
1770,157624.691566355
1771,124213.484573809
1772,149071.597238022
1773,125972.013071633
1774,159712.898666609
1775,139229.149052164
1776,130168.822045509
1777,120971.471959003
1778,132647.70912771
1779,134446.714685878
1780,177701.202352506
1781,137818.288553235
1782,104382.770034787
1783,135637.880625231
1784,112487.279001662
1785,128046.682446394
1786,116664.691162439
1787,181722.814699639
1788,66937.528366395
1789,129217.650376326
1790,90735.9017480928
1791,183176.362853743
1792,164657.061260935
1793,132353.8484538
1794,163132.277259322
1795,143630.378776498
1796,144490.242352753
1797,126624.055364685
1798,134564.035161239
1799,119501.800138288
1800,139353.847982844
1801,122909.056904568
1802,139975.757532303
1803,151880.450770929
1804,135942.277261537
1805,139983.127099622
1806,122309.83745122
1807,147338.626833752
1808,125157.053983928
1809,126749.892871657
1810,123121.857658827
1811,117865.275877139
1812,98794.879866171
1813,123201.402034447
1814,111922.023136614
1815,65668.9566777685
1816,117067.326983324
1817,101405.196206478
1818,150238.537668984
1819,123255.193128552
1820,77266.7223438639
1821,131733.7744673
1822,156235.53584376
1823,72246.5638769698
1824,155631.257654038
1825,136793.04946293
1826,112232.361673006
1827,119763.60407038
1828,136293.42149777
1829,138340.00790407
1830,155602.016880375
1831,210488.002045306
1832,102971.123817277
1833,143601.381756471
1834,131725.581746871
1835,156471.531913976
1836,141270.329345855
1837,100600.631960732
1838,133237.472479916
1839,119401.031033419
1840,168898.455177768
1841,147113.654667005
1842,109430.070595065
1843,124713.8953676
1844,145894.236356265
1845,140796.419074415
1846,152183.651061244
1847,168417.897242739
1848,66228.8458971203
1849,144596.424607751
1850,132564.731303346
1851,131485.810855401
1852,135176.099392642
1853,145905.390079512
1854,191435.21695835
1855,160352.5647718
1856,223474.991398771
1857,133772.947033229
1858,143510.187021261
1859,133762.456446509
1860,142835.651739082
1861,136514.075471509
1862,279097.570792129
1863,279097.570792129
1864,279097.570792129
1865,368381.755020144
1866,376293.737426524
1867,285660.819157628
1868,273101.698768685
1869,200213.225744782
1870,283177.711745008
1871,274837.366081033
1872,175730.164727309
1873,212873.158288215
1874,134193.894872314
1875,208305.423428795
1876,183977.663822629
1877,205426.256838885
1878,201814.728106989
1879,126284.352420772
1880,136754.965413619
1881,242262.135663575
1882,237803.091278575
1883,198137.130681613
1884,208905.170874943
1885,258255.943612938
1886,272246.626915401
1887,212666.712449635
1888,270949.397092226
1889,175155.891018871
1890,133100.39893284
1891,149812.382228763
1892,117029.820772701
1893,145551.451556395
1894,144845.706082699
1895,156645.825666641
1896,123739.659466749
1897,101971.956118734
1898,113699.975170836
1899,162515.943619154
1900,136189.715187547
1901,120972.103058431
1902,122758.344088429
1903,203430.173276388
1904,133431.687912177
1905,192241.817260734
1906,141371.690317758
1907,183894.653760854
1908,133439.274561952
1909,135442.118676256
1910,135442.118676256
1911,181834.24591521
1912,247912.851135358
1913,134593.838361659
1914,89260.3099856923
1915,281989.607098937
1916,81754.3490118044
1917,266329.84500874
1918,136364.446059132
1919,171192.898115865
1920,179197.686952852
1921,394035.284244956
1922,349161.104496145
1923,191084.711931579
1924,228770.355999465
1925,202763.411323378
1926,360805.909761265
1927,132348.076990001
1928,151896.626221666
1929,127733.890100807
1930,142278.869213245
1931,143580.35321212
1932,138092.014138104
1933,131365.690446145
1934,184609.855082843
1935,179985.983038738
1936,183906.537762023
1937,184831.261502626
1938,168746.336155597
1939,277852.71969025
1940,242790.89715687
1941,183587.465959978
1942,183632.009937037
1943,234457.890574929
1944,338849.715925991
1945,358867.152084645
1946,142408.944351621
1947,299973.644471072
1948,177760.758528305
1949,239426.98353439
1950,223514.010818363
1951,225437.206127633
1952,224624.667480122
1953,164805.37313612
1954,211456.793649172
1955,129269.804570309
1956,234694.22773296
1957,182871.688557607
1958,289976.045352981
1959,144171.878118191
1960,119248.395114728
1961,125784.163474772
1962,102171.297847816
1963,109818.000079601
1964,124829.572119328
1965,161597.519150067
1966,192669.164406532
1967,275683.799335801
1968,382025.354651174
1969,358917.17782294
1970,343755.964948184
1971,347945.508604567
1972,317724.144432026
1973,258292.584608524
1974,280751.140650525
1975,449016.497634612
1976,276445.916822166
1977,277236.078391555
1978,303498.838998457
1979,398923.112406728
1980,203843.454448731
1981,344030.235877984
1982,233750.662188584
1983,233750.662188584
1984,176447.201635082
1985,249699.802953293
1986,239728.313931433
1987,202953.118343352
1988,177421.439317922
1989,198137.130681613
1990,205717.664648644
1991,216152.194440162
1992,215507.529486838
1993,176261.477531966
1994,212794.904972222
1995,204871.219659996
1996,246057.257420427
1997,313638.24782486
1998,356685.158538731
1999,224811.741592217
2000,316123.880837563
2001,249332.522725723
2002,234973.605702853
2003,344500.005935668
2004,272996.71569498
2005,239891.203947588
2006,239750.759238288
2007,275656.48744143
2008,204076.814816627
2009,182176.660858395
2010,196194.001804912
2011,133594.553741154
2012,200680.085516243
2013,180211.085856605
2014,185357.218416818
2015,201965.856532035
2016,184976.866269013
2017,207766.044198598
2018,128631.452294845
2019,127955.527401695
2020,123019.187514853
2021,115501.693189788
2022,175807.584126827
2023,133033.706009159
2024,184477.590380825
2025,310143.830159921
2026,199162.361226756
2027,175205.404214888
2028,166373.202421013
2029,178921.961845021
2030,291206.19267408
2031,253825.965360658
2032,258695.568164799
2033,285219.407135674
2034,171663.064944974
2035,208490.219646371
2036,223256.410486142
2037,223256.410486142
2038,290770.094409682
2039,220625.649384263
2040,278032.70477969
2041,315555.767404164
2042,208368.892751706
2043,182476.788236083
2044,170132.927817839
2045,232775.720418527
2046,190668.199395554
2047,129571.460076855
2048,136385.846411005
2049,165894.268803004
2050,178056.691579629
2051,130483.590557377
2052,134016.289363741
2053,141000.158183052
2054,93532.7032549564
2055,168559.098907619
2056,149706.877782086
2057,129506.001037416
2058,178461.018776609
2059,121550.235473435
2060,168117.816118492
2061,176217.912400919
2062,134351.897030466
2063,127723.767285656
2064,138777.018548869
2065,128174.550253556
2066,190589.215748411
2067,137034.592744935
2068,165544.218510023
2069,111613.588589065
2070,115631.276756942
2071,107115.829759359
2072,144160.775207257
2073,139420.762360898
2074,211941.263990482
2075,141296.000244115
2076,131054.611191756
2077,145304.185280036
2078,131246.854765936
2079,156716.405839092
2080,134582.092732692
2081,122398.270338288
2082,143495.762286789
2083,130835.447934973
2084,121413.646311584
2085,133999.844436405
2086,129329.955612401
2087,130675.459062473
2088,105149.715740311
2089,90441.7115915579
2090,130986.258294017
2091,111117.425520003
2092,123160.920423884
2093,123581.945089678
2094,147538.505897685
2095,157244.690547647
2096,123676.05376766
2097,104293.542943052
2098,140627.366010949
2099,70799.6726274784
2100,126787.395306614
2101,127755.057341985
2102,149411.217635893
2103,118560.38096172
2104,128510.836657271
2105,111985.078101851
2106,83271.7977543167
2107,205805.759751335
2108,132700.765607255
2109,130750.17212435
2110,132597.244523834
2111,167766.702457573
2112,140570.66908905
2113,121251.583889712
2114,131844.065594754
2115,132721.582791116
2116,134838.052546086
2117,145201.01586594
2118,136400.653725952
2119,126658.858479464
2120,99761.1823615901
2121,103230.200955704
2122,97237.1212634701
2123,122516.583410987
2124,191984.176482229
2125,126251.604673064
2126,146940.824310193
2127,173699.564087158
2128,127521.53641089
2129,134512.721245517
2130,117372.517521007
2131,171565.164694924
2132,136533.175683952
2133,161852.985169012
2134,129726.773036024
2135,123713.850584407
2136,92743.4981871059
2137,121525.816842439
2138,138438.454731974
2139,147906.439098099
2140,131476.139781814
2141,151424.15477063
2142,134769.331304633
2143,143042.648407957
2144,115782.49379102
2145,133862.558236161
2146,166778.019384906
2147,145781.425457397
2148,138037.447451824
2149,146153.630158597
2150,219251.791875999
2151,130984.162099164
2152,146294.878864063
2153,155620.407875986
2154,108500.964317318
2155,123214.056404066
2156,185038.512587784
2157,233010.630472844
2158,225981.365223262
2159,220770.423102184
2160,180148.678824918
2161,271365.392716035
2162,430705.322475921
2163,389860.037854201
2164,293674.85952739
2165,194047.595153483
2166,146252.799793357
2167,212473.445782969
2168,186702.045919919
2169,181679.35643082
2170,208067.135272155
2171,147242.063602741
2172,136447.064516122
2173,178444.681875881
2174,204273.1015814
2175,314416.000684829
2176,300328.521534785
2177,214557.50932309
2178,222018.96465063
2179,144666.445307425
2180,240897.173267292
2181,204380.712920576
2182,240393.042636095
2183,202666.535086257
2184,123100.770038189
2185,134350.750359164
2186,154756.697162557
2187,154372.589551979
2188,145507.106920207
2189,206228.963864388
2190,121400.293072294
2191,121826.166531879
2192,98178.243505163
2193,91092.5624636927
2194,111508.255774684
2195,115130.750053321
2196,122077.127049425
2197,118162.648501891
2198,214312.122875261
2199,159460.205258478
2200,114434.41264663
2201,131503.496036132
2202,210177.075295028
2203,106201.516752053
2204,152151.670349446
2205,108105.199090497
2206,133087.971053496
2207,198075.798638698
2208,232187.38859636
2209,163170.492004972
2210,133439.274561952
2211,125843.921372266
2212,125881.265521745
2213,103159.321595233
2214,136796.277029409
2215,121682.034169504
2216,144024.575460688
2217,102612.898328148
2218,110781.868511332
2219,107318.578966461
2220,85350.7612555336
2221,281989.607098937
2222,225741.707968602
2223,347658.996271137
2224,245624.047394916
2225,137488.516599707
2226,192909.299413648
2227,228360.146798729
2228,268802.91808875
2229,233340.741105661
2230,171929.064676882
2231,245462.713130053
2232,192831.264841771
2233,182406.139488613
2234,237873.016599216
2235,201979.256286349
2236,274945.654896045
2237,339625.385005257
2238,226287.244999911
2239,115941.871975357
2240,178203.247752546
2241,141740.017344753
2242,135137.260668172
2243,137492.858400434
2244,98376.3105335228
2245,93707.7094106753
2246,145619.782508015
2247,135483.622229209
2248,127310.474215861
2249,126296.155677337
2250,136031.922634248
2251,114228.782324809
2252,196361.399144583
2253,180930.44035562
2254,185877.251133827
2255,179468.230977289
2256,177886.961554844
2257,196049.856246145
2258,224238.32742988
2259,185088.162052319
2260,145031.332327424
2261,228954.383188422
2262,234366.481151022
2263,338849.715925991
2264,430539.258031046
2265,162379.712526404
2266,291854.439510041
2267,290520.240204038
2268,404042.881710531
2269,167129.124545239
2270,186205.801810062
2271,210064.165289605
2272,193818.242752048
2273,174858.679328491
2274,157447.718047188
2275,166254.760772005
2276,199377.669073964
2277,168517.797537358
2278,154358.159457037
2279,124174.977303132
2280,123775.512149284
2281,183940.792022568
2282,180655.634907105
2283,110289.72469996
2284,115193.894064349
2285,191398.516150231
2286,131388.569551173
2287,349402.169237433
2288,295716.202128854
2289,351192.832530663
2290,373959.242117716
2291,284421.427024149
2292,411936.572545318
2293,426254.617366111
2294,335049.916646905
2295,441062.044129068
2296,272208.33117291
2297,273103.73949498
2298,338093.332189395
2299,290488.243661005
2300,279929.400229863
2301,272090.164161646
2302,235935.739358895
2303,273878.139271012
2304,297027.420534243
2305,168571.36471701
2306,166211.220068905
2307,183799.212208079
2308,246639.16633778
2309,285636.110220059
2310,244534.078511199
2311,201735.834795297
2312,190612.97361841
2313,176535.481753312
2314,180431.339569341
2315,174090.246832999
2316,213928.067197146
2317,181768.426678159
2318,174909.624981663
2319,186062.298432406
2320,214206.308905053
2321,276629.286399944
2322,203170.059484093
2323,214498.783282309
2324,179031.172502706
2325,226184.954092704
2326,176882.010301749
2327,205717.664648644
2328,206511.378955868
2329,185693.359704861
2330,182055.539535985
2331,315700.021142799
2332,318332.52211285
2333,305440.631667933
2334,251263.461919939
2335,241381.885734845
2336,297765.524375491
2337,216193.381940162
2338,275947.370417632
2339,249859.706650529
2340,397212.417330553
2341,245986.878401377
2342,251163.373921716
2343,208679.882213592
2344,232142.839330669
2345,283254.630266945
2346,239077.439457336
2347,210371.807087242
2348,233060.205205661
2349,185370.708855669
2350,272996.71569498
2351,272322.80417291
2352,292527.811867119
2353,221977.970058473
2354,136980.066282713
2355,152096.136701283
2356,149451.859421603
2357,208910.055592396
2358,183470.473508576
2359,115374.134351172
2360,126551.317939004
2361,138060.624436569
2362,226400.695890105
2363,136132.527865237
2364,137256.613024443
2365,232553.636756604
2366,242177.367917334
2367,263521.551439422
2368,210707.91987955
2369,263775.323605878
2370,178921.961845021
2371,180478.830688579
2372,204770.60152482
2373,237363.326266622
2374,243224.561457271
2375,258333.629957068
2376,233290.962003309
2377,283934.090705741
2378,160028.592572583
2379,176594.648987686
2380,158563.75947192
2381,154239.7089639
2382,239316.930570545
2383,230915.314778495
2384,226866.450311377
2385,177124.815909505
2386,134725.626508259
2387,142353.939744025
2388,134696.921426719
2389,132723.341485567
2390,141678.253923238
2391,136056.233082182
2392,131355.756503104
2393,205673.212241741
2394,162095.650867699
2395,166884.221819821
2396,151929.261394173
2397,192593.082740901
2398,127990.315989375
2399,67988.7122066441
2400,68221.7699092522
2401,127466.611658565
2402,136809.865578533
2403,158172.700928458
2404,158976.353094753
2405,159539.853889273
2406,135959.617202074
2407,131684.960123139
2408,140065.431997063
2409,134882.692786772
2410,180251.350065605
2411,128611.004512465
2412,150895.518254379
2413,134032.0667638
2414,150753.000150638
2415,160667.557162893
2416,150222.91005572
2417,135847.761069935
2418,132248.034485129
2419,106584.988220659
2420,126323.117255366
2421,172119.283436266
2422,126524.572061249
2423,116032.910397034
2424,138166.279464236
2425,179046.756020872
2426,124238.755363018
2427,109132.817710311
2428,174803.922443422
2429,119604.042690391
2430,135157.81307558
2431,102656.089083891
2432,133504.714442084
2433,141223.286403907
2434,135746.493045279
2435,149118.247625472
2436,130394.036160697
2437,114629.606852933
2438,128122.108931719
2439,132693.948298541
2440,142910.647151583
2441,125757.363556656
2442,127349.838392647
2443,137444.177762594
2444,120999.505697642
2445,110521.903615023
2446,138183.155007552
2447,217078.238627079
2448,115716.143869649
2449,115383.718537271
2450,160250.504580658
2451,115940.128135895
2452,210429.36429701
2453,121624.362397671
2454,147660.6845455
2455,121275.790645021
2456,129010.742977906
2457,133371.343924809
2458,111460.204775798
2459,120764.602735842
2460,134688.720832291
2461,123770.423903771
2462,125867.423198148
2463,126521.841940381
2464,159797.120847357
2465,140457.264373836
2466,122570.709527034
2467,160618.649433183
2468,112595.332766576
2469,88765.476158654
2470,199215.656889704
2471,176850.970550681
2472,144740.9244144
2473,130577.797557641
2474,98772.8348148075
2475,213576.427144053
2476,122874.137307689
2477,129755.987641936
2478,157721.21623323
2479,109929.91428285
2480,154081.245533781
2481,110216.18870198
2482,129086.568887712
2483,124918.416921382
2484,132288.881918965
2485,128065.616515708
2486,148448.882988946
2487,170363.991742786
2488,155340.291820992
2489,151604.77905566
2490,142022.81337506
2491,116775.952157011
2492,192337.48729759
2493,153601.866328754
2494,162000.571850676
2495,123525.865087514
2496,231492.570814971
2497,134135.219246556
2498,117132.380421766
2499,119078.474576315
2500,148337.689416883
2501,146523.115698952
2502,135951.310931147
2503,115060.645367084
2504,174342.638246188
2505,222607.539358232
2506,286879.242983056
2507,351711.93167927
2508,286879.242983056
2509,235548.684506478
2510,248051.14204313
2511,199065.660983065
2512,208798.341267142
2513,218737.037131676
2514,260660.464919219
2515,146115.889919571
2516,180585.719533656
2517,134193.894872314
2518,140046.587759041
2519,214201.717055585
2520,201605.385170061
2521,206573.837395604
2522,214757.86713255
2523,132125.386308719
2524,142004.026193658
2525,148059.731447285
2526,136196.245368412
2527,109937.032327397
2528,131238.089442803
2529,125573.598193425
2530,126074.365409072
2531,224943.488241157
2532,215077.928603588
2533,206065.993204234
2534,272465.219867409
2535,254152.076155103
2536,221091.677348793
2537,233796.474164485
2538,186056.872438358
2539,201474.631951047
2540,182879.421595791
2541,180126.060068011
2542,172118.083843597
2543,117116.885053001
2544,134044.195780047
2545,128097.307252973
2546,161386.54637779
2547,152336.956725659
2548,155536.517124237
2549,173194.590680105
2550,426083.113192356
2551,149812.382228763
2552,131414.296768523
2553,109965.942681027
2554,138718.757710618
2555,123596.256921569
2556,108964.65948781
2557,113908.483299092
2558,133192.96609019
2559,137249.677674404
2560,137747.889854495
2561,134084.178785686
2562,129536.352331573
2563,117608.002576146
2564,178256.997276473
2565,128853.0408306
2566,133946.481166431
2567,127514.971360683
2568,158377.567423187
2569,186852.928190174
2570,134051.865514333
2571,181883.300115489
2572,200815.078584581
2573,218853.53709107
2574,297339.870131236
2575,137276.343928547
2576,119971.41755095
2577,121291.55601179
2578,66601.085368611
2579,120965.136591421
2580,126449.747048039
2581,133109.168912423
2582,276398.062157737
2583,163767.87426759
2584,210891.388856812
2585,202666.651775814
2586,225456.825592059
2587,159967.65427969
2588,152089.936181366
2589,228163.585447138
2590,227208.973615925
2591,239695.894434244
2592,263521.551439422
2593,224087.982594193
2594,239099.80258728
2595,331354.870184503
2596,192210.134740896
2597,223422.586375921
2598,376754.165850126
2599,198550.565437282
2600,153932.287356077
2601,85628.3312438711
2602,91062.2314177909
2603,84237.3660519539
2604,85923.7016271075
2605,136169.352447244
2606,170238.670052667
2607,176385.400386568
2608,132534.52900933
2609,108713.65353237
2610,124405.229769415
2611,146551.617853246
2612,127310.474215861
2613,128309.98937575
2614,160544.186722823
2615,136036.128476079
2616,173097.540044984
2617,151515.973010441
2618,221000.536152047
2619,183744.975540859
2620,180760.751276744
2621,184520.44902279
2622,237926.197746286
2623,266315.203253203
2624,295918.631690112
2625,179597.953657034
2626,226125.379174527
2627,387245.384023144
2628,414749.92943423
2629,328044.046810495
2630,399180.584507915
2631,385929.242289811
2632,300864.204691607
2633,369395.066677789
2634,153871.320739252
2635,185535.653314629
2636,174452.638365701
2637,221216.933310023
2638,183585.042475568
2639,170596.868026788
2640,112052.451072573
2641,185263.103088252
2642,130846.576362221
2643,128488.384659846
2644,112732.067862518
2645,101744.841409275
2646,102144.434742609
2647,157809.439837409
2648,153775.473710266
2649,190407.529443327
2650,157616.279769203
2651,355761.406867768
2652,274856.642795953
2653,266097.127594299
2654,359024.85773313
2655,330520.813689968
2656,298999.864695172
2657,242167.908556731
2658,279481.37850616
2659,275995.12364425
2660,352695.671987091
2661,342605.530390971
2662,282724.369090395
2663,282979.09057224
2664,352261.973520642
2665,304303.673604181
2666,174297.165676153
2667,187442.885409672
2668,182601.093625248
2669,281151.503049918
2670,187442.885409672
2671,211735.683489074
2672,211971.611275338
2673,220883.434208246
2674,210981.017677173
2675,202309.826508046
2676,190987.744659028
2677,289084.263449394
2678,286280.081344163
2679,277186.710568687
2680,313257.206383683
2681,296192.120192158
2682,451754.302424392
2683,296968.675548417
2684,285078.142276533
2685,244107.197563597
2686,282540.005762685
2687,260434.081683414
2688,242349.215583413
2689,447730.736755069
2690,181706.279880809
2691,129885.283756739
2692,223362.186307819
2693,136801.219588016
2694,210837.93470192
2695,196406.551988478
2696,184755.675089464
2697,183695.512857518
2698,184818.028406744
2699,179098.71966076
2700,181941.647113532
2701,121772.395038381
2702,169230.36079798
2703,143257.994328956
2704,125420.964729358
2705,128222.664157967
2706,133889.146181463
2707,132557.282718368
2708,114082.173543097
2709,129556.064712709
2710,221011.281005921
2711,285289.415464194
2712,181241.697110808
2713,169466.205684331
2714,180470.430688579
2715,169854.783126718
2716,185770.794171043
2717,254903.567281999
2718,158905.775158772
2719,201953.159542577
2720,137430.683659595
2721,128487.953515995
2722,139689.464379506
2723,128620.318216834
2724,131919.469718084
2725,143410.120308285
2726,177099.896995723
2727,167143.2273041
2728,130110.634496667
2729,148078.681715372
2730,122681.381135556
2731,132918.293677492
2732,154780.486467758
2733,174295.021144736
2734,132926.596950363
2735,131234.370780398
2736,129077.930728371
2737,165995.765833745
2738,158219.102422507
2739,155894.774166184
2740,148362.025300729
2741,161479.848785343
2742,150345.388169712
2743,142683.405276033
2744,124161.201384885
2745,131609.843175713
2746,179630.885477148
2747,140603.581988669
2748,130421.363331009
2749,134746.924988396
2750,127874.707613357
2751,232417.743536426
2752,142949.428919504
2753,148923.858772802
2754,145971.215515831
2755,102702.44764492
2756,84726.6661196402
2757,94120.6961464702
2758,150953.24901385
2759,103392.394323709
2760,138024.410555662
2761,142717.468319109
2762,191570.021052271
2763,193913.736345818
2764,247016.905939056
2765,114923.33565458
2766,96414.2487162893
2767,143482.327420205
2768,119757.903834991
2769,183610.394470499
2770,124093.238706759
2771,113513.588026409
2772,145151.403009233
2773,137820.92125401
2774,122948.91840122
2775,150041.23668532
2776,168651.515193284
2777,132794.697435686
2778,120759.560209606
2779,113987.537949419
2780,118634.523298887
2781,106999.096848884
2782,91200.8463548155
2783,130557.398669797
2784,125800.0639052
2785,72304.2778999425
2786,130144.59403639
2787,87116.731871679
2788,187292.700209832
2789,112015.88761873
2790,130645.776652804
2791,78627.8236617819
2792,127704.528997428
2793,89182.7476564056
2794,116259.651662417
2795,111486.127641478
2796,180045.399861738
2797,115255.248895898
2798,113898.264537402
2799,89569.9557403147
2800,128233.07028528
2801,130774.127968356
2802,198943.417440554
2803,160012.408391763
2804,126695.790021623
2805,93352.6356402219
2806,192780.473872445
2807,141235.897291859
2808,135999.788040652
2809,124633.60617673
2810,155327.422306881
2811,150794.515298884
2812,167325.21211068
2813,167476.939888458
2814,116962.298859835
2815,220346.66713396
2816,134793.941372583
2817,129458.412042434
2818,176311.295774368
2819,141202.967388185
2820,115727.741934851
2821,210874.988496542
2822,238215.485442048
2823,163858.164140739
2824,159225.052502728
2825,138183.990052726
2826,131382.77398017
2827,174341.729503691
2828,238573.551553816
2829,259019.338057771
2830,192869.867056502
2831,217094.88323775
2832,276275.246963285
2833,221011.611277522
2834,222091.825333047
2835,182425.631384797
2836,165046.116465673
2837,150957.899538089
2838,180653.895718302
2839,207073.057493736
2840,202856.157227095
2841,206539.007637488
2842,129850.301564054
2843,195017.831765306
2844,128351.277117606
2845,207960.272180763
2846,182788.809734287
2847,230722.922883192
2848,207006.07581986
2849,276808.538076543
2850,224736.374925551
2851,250546.432008837
2852,214630.779890278
2853,142962.779412849
